Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,25.860001,25.860001,25.860001,25.860001,22.823540,0
2014-01-02,25.430000,25.430000,25.430000,25.430000,22.444031,0
2014-01-03,25.260000,25.260000,25.260000,25.260000,22.293991,0
2014-01-06,25.049999,25.049999,25.049999,25.049999,22.108650,0
2014-01-07,25.080000,25.080000,25.080000,25.080000,22.135130,0
2014-01-08,25.020000,25.020000,25.020000,25.020000,22.082169,0
2014-01-09,24.850000,24.850000,24.850000,24.850000,21.932131,0
2014-01-10,25.080000,25.080000,25.080000,25.080000,22.135130,0
2014-01-13,25.030001,25.030001,25.030001,25.030001,22.091002,0
2014-01-14,25.260000,25.260000,25.260000,25.260000,22.293991,0
2014-01-15,25.280001,25.280001,25.280001,25.280001,22.311644,0
2014-01-16,25.190001,25.190001,25.190001,25.190001,22.232212,0
2014-01-17,25.059999,25.059999,25.059999,25.059999,22.117474,0
2014-01-21,25.040001,25.040001,25.040001,25.040001,22.099825,0
2014-01-22,25.200001,25.200001,25.200001,25.200001,22.241035,0
2014-01-23,24.830000,24.830000,24.830000,24.830000,21.914482,0
2014-01-24,24.309999,24.309999,24.309999,24.309999,21.455538,0
2014-01-27,23.990000,23.990000,23.990000,23.990000,21.173111,0
2014-01-28,24.139999,24.139999,24.139999,24.139999,21.305500,0
2014-01-29,23.910000,23.910000,23.910000,23.910000,21.102510,0
2014-01-30,24.090000,24.090000,24.090000,24.090000,21.261372,0
2014-01-31,23.980000,23.980000,23.980000,23.980000,21.164282,0
2014-02-03,23.540001,23.540001,23.540001,23.540001,20.775953,0
2014-02-04,23.760000,23.760000,23.760000,23.760000,20.970121,0
2014-02-05,23.650000,23.650000,23.650000,23.650000,20.873035,0
2014-02-06,24.070000,24.070000,24.070000,24.070000,21.243719,0
2014-02-07,24.270000,24.270000,24.270000,24.270000,21.420235,0
2014-02-10,24.090000,24.090000,24.090000,24.090000,21.261372,0
2014-02-11,24.450001,24.450001,24.450001,24.450001,21.579100,0
2014-02-12,24.500000,24.500000,24.500000,24.500000,21.623228,0
2014-02-13,24.480000,24.480000,24.480000,24.480000,21.605577,0
2014-02-14,24.719999,24.719999,24.719999,24.719999,21.817394,0
2014-02-18,24.680000,24.680000,24.680000,24.680000,21.782093,0
2014-02-19,24.580000,24.580000,24.580000,24.580000,21.693830,0
2014-02-20,24.610001,24.610001,24.610001,24.610001,21.720318,0
2014-02-21,24.670000,24.670000,24.670000,24.670000,21.773266,0
2014-02-24,24.719999,24.719999,24.719999,24.719999,21.817394,0
2014-02-25,24.530001,24.530001,24.530001,24.530001,21.649710,0
2014-02-26,24.459999,24.459999,24.459999,24.459999,21.587927,0
