Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,104.940002,105.370003,104.669998,105.080002,89.876610,1778400
2014-01-02,104.629997,104.910004,102.820000,103.320000,88.371231,2799700
2014-01-03,103.480003,103.940002,103.050003,103.089996,88.174515,3719600
2014-01-06,103.529999,103.669998,101.230003,101.750000,87.028404,3884800
2014-01-07,101.839996,102.889999,101.800003,102.080002,87.310661,3385700
2014-01-08,102.120003,102.279999,101.410004,102.000000,87.242233,3024400
2014-01-09,102.269997,102.540001,101.529999,102.120003,87.344856,2352000
2014-01-10,102.269997,102.639999,101.330002,102.519997,87.686981,3499500
2014-01-13,101.639999,102.529999,100.029999,100.230003,85.728310,3510100
2014-01-14,100.360001,100.989998,99.629997,100.930000,86.327034,3620300
2014-01-15,101.220001,101.440002,100.709999,101.050003,86.429680,2027700
2014-01-16,100.779999,101.070000,100.099998,100.489998,85.950714,2603900
2014-01-17,97.510002,100.309998,97.000000,99.910004,85.454620,10135500
2014-01-21,100.459999,100.589996,97.540001,98.570000,84.308495,5783200
2014-01-22,99.260002,99.360001,98.500000,98.989998,84.667732,3234100
2014-01-23,98.389999,98.540001,97.610001,97.940002,83.769630,4255100
2014-01-24,97.580002,97.690002,96.279999,96.330002,82.392578,5251600
2014-01-27,96.139999,96.620003,95.010002,95.169998,81.400421,4973700
2014-01-28,95.309998,95.809998,95.169998,95.809998,81.947807,3881700
2014-01-29,95.519997,96.000000,94.949997,95.330002,81.537277,4554500
2014-01-30,96.720001,97.000000,95.650002,95.779999,81.922150,4010000
2014-01-31,94.470001,95.970001,94.019997,95.230003,81.451729,4082600
2014-02-03,95.099998,95.919998,93.519997,93.620003,80.074684,5448600
2014-02-04,94.139999,94.230003,93.190002,93.889999,80.305595,3537300
2014-02-05,93.849998,94.330002,93.500000,93.760002,80.194427,4591300
2014-02-06,94.150002,94.930000,94.010002,94.739998,81.032631,4195600
2014-02-07,95.300003,95.599998,94.570000,95.370003,81.571480,2889700
2014-02-10,95.250000,95.459999,94.459999,94.730003,81.024078,4233800
2014-02-11,94.709999,96.470001,94.709999,96.160004,82.247177,3264600
2014-02-12,96.150002,96.760002,95.870003,96.029999,82.135986,2471300
2014-02-13,95.690002,96.739998,95.440002,96.559998,82.589317,2376400
2014-02-14,96.449997,97.370003,96.290001,97.239998,83.170921,3304300
2014-02-18,97.150002,97.910004,96.180000,96.489998,82.529427,3037500
2014-02-19,96.029999,96.370003,95.029999,95.180000,81.408974,4445200
