Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,91.580002,91.580002,91.580002,91.580002,74.075378,0
2014-01-02,91.440002,91.440002,91.440002,91.440002,73.962128,0
2014-01-03,92.120003,92.120003,92.120003,92.120003,74.512169,0
2014-01-06,92.519997,92.519997,92.519997,92.519997,74.835693,0
2014-01-07,92.820000,92.820000,92.820000,92.820000,75.078354,0
2014-01-08,92.489998,92.489998,92.489998,92.489998,74.811447,0
2014-01-09,92.519997,92.519997,92.519997,92.519997,74.835693,0
2014-01-10,93.709999,93.709999,93.709999,93.709999,75.798248,0
2014-01-13,93.089996,93.089996,93.089996,93.089996,75.296745,0
2014-01-14,93.830002,93.830002,93.830002,93.830002,75.895302,0
2014-01-15,94.370003,94.370003,94.370003,94.370003,76.332115,0
2014-01-16,94.629997,94.629997,94.629997,94.629997,76.542397,0
2014-01-17,94.180000,94.180000,94.180000,94.180000,76.178413,0
2014-01-21,95.000000,95.000000,95.000000,95.000000,76.841667,0
2014-01-22,95.330002,95.330002,95.330002,95.330002,77.108597,0
2014-01-23,95.010002,95.010002,95.010002,95.010002,76.849770,0
2014-01-24,93.849998,93.849998,93.849998,93.849998,75.911484,0
2014-01-27,93.110001,93.110001,93.110001,93.110001,75.312912,0
2014-01-28,94.010002,94.010002,94.010002,94.010002,76.040909,0
2014-01-29,93.440002,93.440002,93.440002,93.440002,75.579857,0
2014-01-30,94.910004,94.910004,94.910004,94.910004,76.768883,0
2014-01-31,95.459999,95.459999,95.459999,95.459999,77.213760,0
2014-02-03,93.779999,93.779999,93.779999,93.779999,75.854858,0
2014-02-04,94.959999,94.959999,94.959999,94.959999,76.809319,0
2014-02-05,94.769997,94.769997,94.769997,94.769997,76.655632,0
2014-02-06,95.580002,95.580002,95.580002,95.580002,77.310822,0
2014-02-07,96.300003,96.300003,96.300003,96.300003,77.893211,0
2014-02-10,97.180000,97.180000,97.180000,97.180000,78.604996,0
2014-02-11,97.620003,97.620003,97.620003,97.620003,78.960892,0
2014-02-12,97.540001,97.540001,97.540001,97.540001,78.896187,0
2014-02-13,97.989998,97.989998,97.989998,97.989998,79.260170,0
2014-02-14,98.349998,98.349998,98.349998,98.349998,79.551369,0
2014-02-18,98.779999,98.779999,98.779999,98.779999,79.899162,0
2014-02-19,98.849998,98.849998,98.849998,98.849998,79.955795,0
2014-02-20,98.639999,98.639999,98.639999,98.639999,79.785919,0
2014-02-21,98.820000,98.820000,98.820000,98.820000,79.931519,0
2014-02-24,99.059998,99.059998,99.059998,99.059998,80.125641,0
2014-02-25,99.379997,99.379997,99.379997,99.379997,80.384499,0
2014-02-26,99.570000,99.570000,99.570000,99.570000,80.538170,0
2014-02-27,99.379997,99.379997,99.379997,99.379997,80.384499,0
2014-02-28,100.190002,100.190002,100.190002,100.190002,81.039665,0
2014-03-03,100.269997,100.269997,100.269997,100.269997,81.104362,0
2014-03-04,101.769997,101.769997,101.769997,101.769997,82.317650,0
2014-03-05,101.540001,101.540001,101.540001,101.540001,82.131615,0
2014-03-06,100.760002,100.760002,100.760002,100.760002,81.500710,0
2014-03-07,99.720001,99.720001,99.720001,99.720001,80.659508,0
2014-03-10,99.150002,99.150002,99.150002,99.150002,80.198456,0
2014-03-11,99.769997,99.769997,99.769997,99.769997,80.699936,0
2014-03-12,100.050003,100.050003,100.050003,100.050003,80.926437,0
2014-03-13,99.599998,99.599998,99.599998,99.599998,80.562439,0
2014-03-14,99.870003,99.870003,99.870003,99.870003,80.780830,0
2014-03-17,100.050003,100.050003,100.050003,100.050003,80.926437,0
2014-03-18,100.430000,100.430000,100.430000,100.430000,81.233788,0
2014-03-19,98.440002,98.440002,98.440002,98.440002,79.624146,0
2014-03-20,98.639999,98.639999,98.639999,98.639999,79.785919,0
2014-03-21,99.589996,99.589996,99.589996,99.589996,80.554344,0
2014-03-24,98.290001,98.290001,98.290001,98.290001,80.016228,0
2014-03-25,99.180000,99.180000,99.180000,99.180000,80.740776,0
2014-03-26,98.010002,98.010002,98.010002,98.010002,79.788300,0
2014-03-27,98.629997,98.629997,98.629997,98.629997,80.293015,0
2014-03-28,99.290001,99.290001,99.290001,99.290001,80.830322,0
2014-03-31,100.070000,100.070000,100.070000,100.070000,81.465286,0
2014-04-01,100.489998,100.489998,100.489998,100.489998,81.807228,0
2014-04-02,100.639999,100.639999,100.639999,100.639999,81.929337,0
2014-04-03,100.379997,100.379997,100.379997,100.379997,81.717667,0
2014-04-04,100.730003,100.730003,100.730003,100.730003,82.002609,0
2014-04-07,101.110001,101.110001,101.110001,101.110001,82.311958,0
2014-04-08,101.680000,101.680000,101.680000,101.680000,82.775978,0
2014-04-09,101.430000,101.430000,101.430000,101.430000,82.572464,0
2014-04-10,100.480003,100.480003,100.480003,100.480003,81.799088,0
2014-04-11,99.839996,99.839996,99.839996,99.839996,81.278061,0
2014-04-14,100.430000,100.430000,100.430000,100.430000,81.758377,0
2014-04-15,101.620003,101.620003,101.620003,101.620003,82.727142,0
2014-04-16,102.360001,102.360001,102.360001,102.360001,83.329567,0
2014-04-17,101.930000,101.930000,101.930000,101.930000,82.979507,0
